doi,abstract,label
10.1093/obo/9780199828340-0031,helth is n terdisciplry subspecilty of dedicted to promotg nd mtg helth nd preventg nd tretg illness frnz lexnder nd helen flnders dunbr toger estblished first forml grg of dividuls terested studyg fluences of md on helth s this movement with mstrem medicl estblishment ws coed medice nd grew to mericn (ps) new field of medice hd mny supporters which led to formtion of first specificlly dedicted to study of md nd body connections nor movement with field of medice clled behviorl medice looks t nonbiologicl fluences on helth of behviorl medice (sbm) multidisciplry nonprofit orgniztion foundedis dedicted to studyg fluences of behvior on helth nd well-beg unlike sbm nd ps whose members re overwhelmgly physics mericn division of helth (division ) is group specificlly for nd cme to beg mid-s helth py close ttention to wy tht thoughts feelgs behvior nd biologicl processes ll terct with ech or to fluence helth nd illness mny wys helth is greter thn subfield with disciple of s it is built on oreticl ides nd reserch fdgs from mny or res for exmple mny of wys used to understnd why we get stressed nd how we cope come from nd personlity field of helth cn be divided to three brod nturl segments: stress nd copg helth behviors nd issues helth cre first section of this rticle troduces overviews textbooks nd reference works reltg to helth ttention is lso pid to journls tht publish rticles presentg novel methods s well s controversies bibliogrphy’s remg sections exme different topics helth,psychology
10.1093/obo/9780199828340-0210,phenomenologicl refers to n pproch to tht drws on phenomenologicl existentil nd hermeneutic philosophy focus ll such work is on mkg sense of meng structures of lived experience of reserch prticipnt or client tht is husserl’s terms— founder of phenomenologicl philosophy—we go “bck to thgs mselves” s y present mselves to consciousness order to determe “essence” (eidos) of phenomenon re is not one pproch to phenomenologicl however with perspective better beg understood s fmily of methods nd modes of prctice ll reserch nd prctice with this trdition will hve its roots thought of husserl nd key concepts re but will lso likely be formed by or philosophicl work such s tht of heidegger merleu-ponty nd srtre from existentil trdition or gdmer nd ricoeur from hermeneutic trdition phenomenologicl hs its origs europen psychitry with work of krl jspers erly s long with figures cludg ludwig bswnger medrd boss viktor frnkl mkowski nd jn hendrick vn den berg primry im of se thkers ws () rejection of trditionl notions of fvor of husserl’s descriptive method of nlyzg experience; nd (b) ppliction of ides from existentil philosophy to rpeutic prctice vriety of modes of prctice hve evolved from this erly work cludg dsesnlysis logorpy british school existentil nlysis nd existentil-humnistic utrecht school nerlnds hs been identified s loction of first ttempt to pply phenomenologicl philosophy to reserch fluenced by work of dr vn km nd philosopher henry koren medeo giorgi (begng erly s) developed systemtic phenomenologicl methodology t duquesne university united sttes or importnt erly figures workg to develop phenomenologicl t duquesne clude rolf von eckrtsberg constnce f fischer nd pul f collizi with ltter developg his own phenomenologicl method which is more hermeneutic thn giorgi method nor reltively erly mjor methodologicl development cme bout cnd lte s with work of pedgogicl resercher mx vn mnen who drew directly on utrecht school to develop hermeneutic phenomenologicl methodology recent developments clude methodologies tht drw more extensively on hermeneutics or forms of criticl ory or both cludg femist ory some of se developments hve proven controversil with ongog debtes field bout boundries nd methods of phenomenologicl,psychology
10.1093/obo/9780199828340-0299,computtionl is concerned with understndg md nd its vrious functions nd doms through developg detiled mechnistic process-bsed models nmely computtionl ( brod sense) models of representtions mechnisms nd processes it embodies ories computer lgorithms nd progrms which re turn bsed on rtificil nd computer science tht is it imputes computtionl processes onto functions nd reby it produces runnble computtionl models detiled simultions cn n be conducted bsed on computtionl models empiricl disciples such s cognitive nd developmentl provide empiricl dt fdgs phenomen ides nd or formtion to computtionl computtionl n nlyze nd bstrct m to form coherent ories computtionl forms turn se ories impct or disciples cludg those disciples from which y drw ir itil spirtions thus work computtionl relies on empiricl work from vrious empiricl disciples nd work or disciples turn is fluenced by work from computtionl note tht computtionl models re mostly “process ories”—tht is y re ment to nswer question of how humn performnce nd behvior comes bout; by wht mechnisms processes representtions nd knowledge; nd wht wys exctly contrst it is lso possible to formulte “product ories” tht provide functionl ccount of phenomen but do not commit to prticulr mechnism or process this rticle emphsizes former note lso tht becuse of existence of mny different or even conflictg viewpots prdigms nd ories this rticle cn only provide sprse smplg of perspectives nd models (especilly with regrd to vrious specific or cognitive doms) not exhustive or complete ny wy reder should explore furr nd mke up ir own md bout vrious perspective nd models,psychology
10.1093/obo/9780199828340-0146,counselg is specilty with tht focuses on counselg reserch nd ssessment which close ttention is pid to dividul’s ssets nd strengths counselg hve three primry roles: remedil (eg workg to help correct problems) preventtive (eg terventions focused on forestllg problems) nd developmentl (eg skills trg nd pproches) primry terventions of specilty tend to be brief nd cover vriety of settgs (eg counselg trg consulttion outrech) gelso et lcounselg (cited under reference works) summrizes endurg centrl vlues of counselg notg it hs () n emphsis on person’s strengths nd optiml functiong; () focus on whole person with prticulr emphsis on life-spn development nd voctionl growth; () commitment to dvoccy nd justice mtg n ongog wreness of importnce of environmentl context nd culture; () concentrtion on brief eductionl nd preventive counselg terventions; nd () dediction to scientist-prctitioner model while counselg ’s bidg terest voctionl guidnce begnwith estblishment of voctions bureu by frnk prsons most view field of counselg s begng with role of ( ssessment of militry personnel) s durg world wr ii division of counselg nd guidnce (division ) of mericn ws formlly estblisheddivisionchnged its nmeto division of counselg nd gto of counselg mjor journls counselg were founded( journl of counselg cited under journls) nd( counselg cited under journls) field’s history cn lso be mrked by its mjor conferences first conference for counselg ws heldt northwestern university it ws t this conference tht scientist-prctitioner model of trg ws formlly endorsed field hs held mjor conference pproximtely every dozen yers sce n ( greyston conference;vil conference;georgi conference;houston conference) t ech conference field strengned its identity nd debted issues of importnce to field such s justice ititives nd multiculturl competenciesdivisionws one of foundg divisions (long with divisions nd ) of ntionl multiculturl conference nd summit (nmcs)of counselg held its first terntionl conference chicgo cknowledgg globl nture of counselg fct re hs been growg emphsis field on ensurg trnsntionl nd globl perspectives science nd prctice (see gerste et lcited under reference works),psychology
10.1093/obo/9780199828340-0298,militry is specilized field of pplied tht defes itself not through its subject content or methodologicl concerns rr through its gol of optimlly fulfillg requirements of its end user rmed forces it is distctive dom where vried sub-disciples of converge pursunce of ensurg efficiency effectiveness nd susted performnce by rmed forces specific contexts nd under exceptionl circumstnces it is focused on buildg enhncg nd optimizg humn cpitl though prciples hve lwys been used by humnkd wrfre militry s modern disciple found expression s recently s first world wr remrkbly reltionship between militry nd hs been lmost symbiotic two growg tndem nd benefittg mutully while germn militry ws pioneer utilizg expertise of wr effort usg ptitude testg for recruitment to different occuption durg first world wr utiliztion of expertise by brit nd frnce remed limited fter enterg first world wrunited sttes effectively utilized knowledge recruitment clssifiction nd trg lrge-scle use of gve impetus to growth of nd resulted estblishment of division of office of surgeon of us rmymilitry grew exponentilly durg yers of second world wr were recruited vrious brnches of rmed forces overseeg personnel selection helth cre trg proficiency mesurement nd ledership mericn recognized contributions of to wr effort by cludg division of militry (division ) s forml sub-divisionged forml entry british civil services durg postwr period s world settled to n unesy pece nd cold wr militry found ever newer venues while ensurg person-job fit remed prime dom clicl tervention humn fctor engeerg ledership propgnd nd or processes provided militry with new reserch opportunities current er of techno-centric wrfre militry is fdg pplictions vried doms of optimizg mn-mche terfce for enhnced opertionl efficiency enhncg cognitive cpbilities through rtificil supported decision networks nd n improved understndg of personlity processes lso s chngg nture of wrfre necessittes tht ntions fd lterntive wys of securg ir terests beyond wr militry tody stnds t juncture fcg not only methodologicl chllenges but lso unprecedented chllenges of n ethicl nture,psychology
10.1093/obo/9780199828340-0109,title of “godfr of personlity” my well be scribed to gordon llport who ws first to mke public efforts to promote “field of personlity” s (see llport nd vernoncited under gordon llport) personlity —locted with wht mny rgue is brodest most encompssg brnch of science—cn be defed s study of dynmic orgniztion with dividul of systems tht crete person’s chrcteristic ptterns of behviors thoughts nd feelgs (see llportlso cited under gordon llport) field of personlity is concerned with both dividul differences—tht is wy which people differ from one nor—nd trpersonl functiong set of processes tkg plce with ny dividul person re of personlity is often grouped with reserch progrms t universities; however se re quite different pproches to understndg dividuls while ttempts to understnd dividul terpersonl or group contexts (ie “when plced sitution how do people respond?”) personlity vestigtes dividul differences (ie “how re people similr nd different how y respond to sme sitution?”) personlity hs long history nd s such is n extremely lrge nd brod field tht cludes lrge number of pproches discerng reders will quickly note tht current chpter is lrgely focused on wht hs come to be most commonly studied perspective trit pproch those reders terested or pproches re referred to number of resources focusg on or pproches with diverse field,psychology
10.1093/obo/9780199828340-0257,school cn provide n importnt contribution through provision of counselg services while ssessment rems foundtion re seprtg school from or disciples counselg services offer school service models n importnt juncture for impctg multiplicity of fmilil nd school problems given diversity of counselg services provided with modern schools though school nd support professionls often lck criticl formtion on role school cn ply providg wide spectrum of counselg services this rticle considers contemporry mentl helth issues impctg children exmes dividul nd group counselg models considers newer reserch volvg fmily counselg with schools nd discusses legl chllenges,psychology
10.1093/obo/9780199828340-0264,re re two m ferentil sttisticl cmps : frequentists nd byess with frequentist cmp most reserchers support null hyposis significnce testg procedure but support is growg for usg confidence tervls byes cmp holds diversity of views tht cnnot be covered dequtely here mny reserchers dvocte power nlysis to determe smple sizes flly priori procedure is promisg new wy to thk bout ferentil sttistics,psychology
10.1093/obo/9780199828340-0272,nrrowly defed dt shrg is prctice of mkg scientific reserch dt vilble to or reserchers however term is often used to clude vriety of open-science prctices cludg mkg dt methodology (eg codg scheme) nlytic syntx nd or reserch mterils vilble to or reserchers s well s reuse of those resources by ors re re multiple venues for dt shrg for exmple dt repositories (eir subscription-bsed or free) or direct request to resercher dt shrg is firly common prctice life nd erth sciences exceptg hndful of longitudl projects lcks this robust historicl precedent for shrg dt fct not-so-distnt pst stitutionl review bords typiclly required tht dt be destroyed fter preset period order to protect prticipnts’ privcy—nd some still do nd mny reserchers still do not tke first step—modifyg ir formed consent procedures to clude explicit consent to shre lthough still not frequent dt shrg is becomg more common prt this trend is beg driven by requirements set by publictions nd fundg for publictions dt shrg is trsic to trnsprency nd repliction of study fdgs for funders dt shrg ensures greter return on vestment—tht expensive nd time-consumg primry dt collection does not wd up sittg on dusty shelf but rr cn be reused for secondry dt nlysis to nswer new questions s or fields technologicl improvements storge cpcity nd computg power hve lso fcilitted dt shrg nd reuse while mny re still concerned tht dt shrg will result beg “scooped” or found error re is cresg recognition of benefits of dt shrg first dt repositories ensure tht dt re rchived nd tht burden of preservtion does not fll on resercher or resercher’s stitution shrg lso creses pce of scientific progress s reserchers cn build on ech or’s work for exmple reserchers cn lern how or experts pproched mesurement or codg of given outcome repliction studies consistent fdgs cn pot to contextul vritions construct under study rr thn resercher error nd field where null fdgs re often difficult to publish shrg llows se dt to be cluded met-nlyses cross studies to exme broder impcts most importntly dt shrg enhnces trnsprency key gredient scientific process,psychology
10.1093/obo/9780199828340-0311,correspondence nlysis (c) is sttisticl method of multivrite nlysis which pplies to rectngulr tble of ctegoricl dt with wide rnge of pplictions sciences s well s ecology rcheology nd lguistics this bibliogrphy focuses primrily on its development nd pplictions field of where it is often difficult to grsp terreltionships between observed vribles tht re on ctegoricl scles method hs severl historicl origs nd equivlent defitions one of erliest due to ement british sttistic ronld fisher defes method s wy of quntifyg ctegories of two ctegoricl vribles tht is ssigng scle vlues to ctegories with objective of mximizg ir discrimtory power equivlent to mximizg ir correltion this ide ws to quntifyg more thn two ctegoricl vribles by louis guttmn sme ide formed bsis of two reserch schools led by chikio hyshi jpn nd jn de leeuw nerlnds french lguist nd mmtic jen-pul benzécri relized geometric terprettion of c nd developed method s tool for visulizg ctegoricl dt which is its most populr ppliction tody simple c visulizes rows nd columns of two-wy tble s pots sptil mp where between row nd column ctegories cn be directly terpreted when tble is cross-tbultion clled tble c thus goes beyond typicl mesurement nd test of row–column (eg chi-squre test) by explicitly showg wht m fetures of tht re of method clled multiple correspondence nlysis (mc) nlyzes more thn two ctegoricl vribles simultneously nd is routely used to understnd ptterns of response questionnire surveys tht volve mny questions with ctegoricl responses ll forms of c re vrts of prcipl component nlysis (pc) with two importnt of regulr wy pc is defed nd used: (i) distnce function used to mesure differences between ctegories clled chi-squre distnce nd (ii) weightg of ctegories proportionl to ir mrgl sums c hs been developed similr wy to pc for exmple by troducg ler restrictions where it is clled cnonicl correspondence nlysis (cc) similrly to redundncy nlysis (rd) for pc ctegoricl pc (ctpc) is lso specil restricted cse of mc,psychology
