doi,abstract,label
10.1093/obo/9780199756384-0034,medical sometimes referred health study social causes consequences health illness major areas investigation include social determinants health disease social behavior patients health care providers social functions health organizations institutions social patterns utilization health services relationship health care delivery systems social institutions social policies toward health makes medical important critical role social factors play determining influencing health individuals groups larger society social conditions situations promote cases cause possibility illness disability also enhance prospects disease prevention health maintenance earliest works medical carried physicians united states sociologists tended ignore field changed late large amounts federal funding became available support joint research projects sociologists medical doctors inception work medical oriented toward finding solutions relevant clinical medicine however talcott parsons leading theorist time introduced concept sick role subsequently attracted theoretical work important role emergence medical academic field medical evolved point today investigates health medical problems independent sociological perspective medical sociologists comprise one largest active groups sociological work north america europe field expanded regions well one every ten american sociologists medical sociologist,sociology
10.1093/obo/9780199756384-0263,tourism studies tourists relationships roles motivations ongoing exchange among tourists institutions host communities tourism treated isolation since embodies tourism practices system operate thus tourism complex sociocultural economic phenomenon touches levels society investigation tourism role society tourism system effects nature tourism spaces objects practices relationships tourist typologies demand systematic sociological investigations researcher needs consider whole macro system members social cultural economic interactions social context human nonhuman actors continuously shape reshape tourism system tourism system reshapes actors values attitudes behaviors researchers examining tourism departed several theoretical perspectives blended theory method focused sociological concepts understand explain different aspects tourism group scholars working within several cores eg education family economy development religion gender language migration social inequalities labor art margins emerging interdisciplinary formations including crossing many disciplines geography anthropology economics science marketing communication women studies history cultural studies tourism studies engendered transdisciplinary conversations academia practice results studies created pragmatic changes tourism practices habits governance,sociology
10.1093/obo/9780199756384-0187,cognitive study conditions meaning constituted processes reification cognitive traces origins writings knowledge culture cognitive cultural anthropology recently work done cultural cognitive science central questions revolve around locating processes reification since locus cognition highly contentious researchers consider individuality related notions society structures institutions systems etc notions culture cultural forms cultural structures sub-cultures etc questions explore answers depend learning processes socialization acculturation etc vary according position one takes role language cognition positions operationalize theory human nature construct justification organization state human affairs related conceptualizations identity self subject way cognitive seeks establish minimal model actor ontology underpins subfields also human sciences general way cognitive analyzes series interpersonal processes set conditions phenomena become social objects subsequently shape thinking thought classical cognitive historical traditions knowledge phenomenology emphasized work bourdieu goffman given special treatment given contributions precursors many contemporary contingencies consequences debates culture cognition principle organizing contemporary literature paradigmatic assumptions concerning locus cognition organized five ideal-types elucidate points agreement disagreement field addressing thematic concerns eg knowledge rationality embodiment practices discourse etc highlight priority individuality modeling society illustrate makes cognitive interdisciplinary yet contentiously distinct addressing tacit knowledge,sociology
10.1093/obo/9780199756384-0221,article curates scholarship around understandings identified knowledges investigates production legitimating institutions experiences embodiments emphasizes conceptualizations excluded canonizations knowledge knowledge cultural kcs recognizes importance mannheimian tradition extensions explain social relations shape articulations validations knowledge however kcs also situates knowledge within systems beyond produce consume kcs views knowledge necessarily contested struggles qualities reflect social locations articulate social practices making knowledge subject inquiry kcs works understand knowledges symbols schemas institutions networks shape terms social reproduction transformations kcs demands consideration different kinds knowledge cultural products modes communication kcs thus necessarily grounded question constitutes knowledge interests expectations kcs intervention focuses st-century work decision aims engage scholarship extends challenges th-century canon including works th century signals scholarship yearning expansion article comprehensive marks knowledge valued ignored focus century move beyond allows engagement ways knowing historically minoritized moving consideration structures processes validating kinds knowledge others kcs canonization works toward liberation knowledge activism mobilizing knowledge consequential public ways alongside familiar scholarly ambitions kcs moves scholarship beyond familiar networks self-reproducing knowledge hierarchies grounded race gender sexuality religion world region seeks move dialogue beyond knowledge silos identify new ignored ideas meanings references authorities constituting knowledges consequence reframing contests along way example instead asking excellence diversity combined knowledge production kcs asks anti-racist knowledge excellence accounts epistemology ought foreground contexts power relations knowledge sensibilities formed communicated thus references article move generally concept context likewise sections moving toward global post-socialist postcolonial discussions inform ontologies epistemologies organizing scholarly work public consequence begins might identified entry least greatest hits kcs,sociology
10.1093/obo/9780199756384-0154,rural unique area sociological inquiry institutional development leaves perhaps independent sociological subfields rural united states emerged early th century federal funding earmarked land grant universities public universities study assist farm population separate rural departments appeared gradually within colleges agriculture paralleled substantive areas found general departments thus one finds rural replication many core areas general rural twist—inequality demography worklabor markets raceethnicity gender community forth time additional rural-oriented specialty areas emerged notably agriculture natural resourceenvironmental rural also expanded globally consequence substantive scope contemporary research large varied knits work together focus geographic periphery places populations forms social activity found rural areas globally provided boundary meaning field addition broad substantive scope rural characterized distinct research approach research tends comparative rural places populations often set contrast regard urban counterparts ascertain similarities differences way rural sociological research often said challenge urban bias general disciplinary practice also distinct departments rural name today courses specializations field found across many land grant universities long tradition cross-disciplinary linkages particularly agricultural economics environmental sciences recently geography rural sociologists highly active federal state local public policy circles public efforts contribute community development sustainable agricultural food systems social environmental justice terms work profession rural sociologists also work outside colleges agriculture within government agencies international development agencies across governmental non-governmental institutions although rural populations continue decline globally reason think rural broad influence future research areas encompasses growing interest social scientists policymakers public large issues addressed rural sociologists pertaining sustainability food system climateenvironmental change rural poverty among pressing public concerns today,sociology
10.1093/obo/9780199756384-0009,comparative historical branch analyzes society-wide transformations social revolutions rise capitalism nation-state democratization birth transformation welfare states end th century european founders turned historical explanation understand changes capitalism brought societies marx attempt explain history working class struggle weber investigations comparative development economy society durkheim investigations historical development religion law division labor early historical arguments eclipsed however behavioral revolution explosion statistical tools techniques mid-th century re-founded discipline study large numbers individual actors units revolutions social change became increasingly pressing concerns large number scholars turn comparative historical form sociological explanation appropriate analyzing changes occur infrequently long periods affect society whole unit classics discipline focus european history contemporary scholars extending approach rest world current areas great interest include question china experience industrial revolution th century role state economic development transition capitalism eastern europe think study rare events requires different methods common rest accordingly lively methodological discussion underway field great interest state source much social transformation subfield overlaps considerably macro comparative historical scholars also interested processes social economic change beyond realm,sociology
10.1093/obo/9780199756384-0015,economic study relationship society market field incorporates insights economics behavioral economic anthropology cultural anthropology structural cultural approaches largely characterize studies conducted field former associated networks institutions social organization latter rituals symbols cognitive frameworks narratives economic sociologists study social networks relationships affect economic actions provision loans acquisition job successful construction deals empirical studies examine prices set pricing schemes seem rational instead understandable predictable markets incorporated social life vice versa,sociology
10.1093/obo/9780199756384-0198,music central cultural life therefore also often perceived central social life study music society interest canonic social thinkers including weber simmel adorno since establishment study music also concerned scholars adjacent disciplines particularly musicology cultural studies economics landmark distinction bourdieu argued nothing clearly affirms ones class nothing infallibly classifies tastes music distinction social critique judgement taste london routledge p sociologists music accordingly concerned importance musical taste signifying status distinguishing cultural hierarchies sociologists also concerned socio-demographic correlates musical preference musicians music industry organize provide music influence taste education working conditions musicians tends distinguish music disciplines commitment sociological imagination use social research methods—but necessarily many sociologists music work across disciplines sociologists also coalesced around study different genres contributing particular genres often sociologists music folklore history scholars whose interests extended music american music tradition arguably influenced heavily symbolic interactionism rational choice theory european critical theory influential nevertheless conceptual methodological interchange growing particularly increasing influence bourdieu us race gender sexuality also influenced field significantly conceptual methodological diversity means field low paradigmaticness however diversity lead productive exchange synthesis ideas methods notably growing interest music social technology insights science technology studies cultural broadly attention turning music music mediating social interaction artists works embedded wider socio-musical systems using computational tools particularly network analysis data proliferation generating innovative quantitative work qualitative research also reinvigorated new technologies enabling new interview methods digital ethnography computational methods processing textual data,sociology
10.1093/obo/9780199756384-0055,culture symbolic-expressive dimension social life common usage term culture mean cultivation associated civilized habits mind creative products associated arts entire way life associated group among sociologists culture often refers beliefs people hold reality norms guide behavior values orient moral commitments symbols beliefs norms values communicated sociological study culture encompasses diverse meanings culture amid diversity unifies culture two core commitments symbolic-expressive dimension social life worthy examination sake impact aspects social life culture studied using methods analytic tools within discipline culture emerged bounded subfield prior period sociological analyses culture found mainly theoretical treatises empirical studies religion arts knowledge throughout sociological study culture oriented common set broad questions social origins culture cultural patterns found various groups institutions influence culture important aspects society scholarship culture ranges highly general conceptual arguments closely observed empirical studies readings included reflect breadth,sociology
10.1093/obo/9780199756384-0161,war subfield focuses macro-level patterns war making societies engage warfare meaning war society relationship state structure war making related subfield military focuses explicitly organization functioning military forces civil- military relations lines scholarship bound together basic premise understanding war necessitates understanding fight vice versa war overlaps fields share interest government military history science international relations however fields tend concerned primarily wars begin end whereas war tends focus explicitly cultural social implications war war society act react upon notable exceptions war remained mostly isolated within field comparative historical two trends opened door interdisciplinary war first dissipation war taboo widespread american academia connected social resistance vietnam war throughout renewed interest social implications war also occurred end cold war raised new questions role state war making future warfare renewed interdisciplinary interest origins modern nation-state led reexamination role warfare played emergence spread state system decade terrorist attacks september war focused extensively questions related role nonstate combatant groups apparent increase asymmetrical war post–cold war era meaning transformations war making may carry societies wage global war terror nears end second decade scholars increasingly turned attention understanding interactions state society lines peacetime wartime become less distinguishable recently war exhibited broadening scope greater emphasis examining war situated within larger patterns social violence,sociology
10.18778/1733-8077.5.3.03,paper simple account teaching experience aim answer question successfully teach interactionism labeling theory grounded theory sociological bases related qualitative methods active participation students examples sociologists working chicago tradition french sociologists working pierre bourdieu examples american show sociological work group activity argued paper make sociological thinking understandable students teachers may well contextualize key theorists narrativebiographical context students learn sociologists magicians genius individuals produce attractive theories rather work collaboration humans generate knowledge moreoever demonstrate sociologists contributions often strongly related influenced broader life context,sociology
10.1177/00113921241307959,values morality key concepts sociologists using emphasize normative dimension social behavior since dawn discipline yet one find two modern traditions research concentrated around concepts values morality strict relations rarely explicitly addressed article aim analyze concepts values morality used sociological theory research specifying core meanings contexts sociologists employ either based propose four analytical optics – empirical vs theoretical emphasis moral vs non-moral values bottom-up vs top-down approach realism vs relativism – help clarify crucial features two strands comparison suggesting ways may complement,sociology
10.26425/2658-347x-2019-1-10-16,genesis socio-humanitarian sociological knowledge namely understanding studying phenomenon human life biological vital informational social aspects revealed regularity transformation anthropocentrism influence development science technology emergence concept post-humanism substantiated examples man-made disasters use weapons mass destruction social facts significant impact development mankind adduced conditions emergence object-oriented things shown scientific approaches disclosed within framework concept graham harman brun latour followers separately methodological approaches actor-network theory disclosed main one highlighted separately methodological foundations cognition world things described within framework object-oriented related rejection opposing pairs concepts society nature truth non-truth structure process others connection theory translation shown characteristic problems development scientific methodological base digital context changing content social relations man – machine example information communication network internet given among allocated problems delegation digital technologies powers solving complex socio-technical problems global centralization digital resources management emergence virtual actors social interaction author reduces specific examples use actor-network theory interpret processes phenomena interaction users internet resources individual components internet separately promising areas research area related phenomena internet things neuronet highlighted,sociology
10.1093/obo/9780199756384-0202,sociolinguistics multilingual collection research methodologies distinct objects dissimilar agendas differing points origin broadly sociolinguists investigate relationship social context language structure use assumption aspects structure use require reference social context description explanation practice socio- sociolinguistics refer three things separately combination act action language use requires minimally two people performance one person acting two language use connected identity identities achieved attributed speaker speakers andor language use involved expression ideology using three types social facts may ask researchers find social sociolinguistic analysis structure use suggest sociolinguists use three fundamental approaches involves positioning social respect linguistic linguistic respect social approaches constraint approach one may find social extra-linguistic constraints conditions use competing forms indexicality approach one may find social indexed structuresforms codes styles dialects languages acts discursive construction approach one may find social explicit inferrable details collaborative sequential discursive construction indexical discursive construction approaches overlap present selected readings two broad categories first focus research variationist sociolinguistics aptly illustrates constraint approach however variationist work indexical approach also appears within research social meanings variation turn review key publications socially informed discourse analysis illustrate indexical discursive construction approaches,sociology
10.1093/obo/9780199756384-0082,fascism dominated society resulted one world destructive wars enormity suffering led interest fascism origins hope understanding occurred prevent happening sociological study fascism historical interdisciplinary comparative key feature scholarship debate fascism definition world first fascist regime claim characteristics italian fascism mussolini form basis definition italian fascism instance fascism others argue ideologies groups marked first half th century number features common although fascism played differently national contexts generic definition possible recent scholarship points consensus favor generic definition fascism promised solution divisions decay wrought liberal democracy communism mass mobilization national cleansing national rebirth roger griffin said fascism palingenetic populist ultranationalism griffin p cited definitions whether fascism manifests intellectual current social movement party regime also figures definition fascism form affects comparative research focuses differences fascism authoritarian conservative right-wing groups well relations fascists groups since rebirth fascism promises usually entails controlling biological cultural reproduction women roles fascist ideology regimes subject recent studies scholars also likened fascism religion reliance myths symbols rituals commemoration ideology practice studied fascism example totalitarianism often comparison communist russia debates definition fascism inextricably linked theories emergence scholars explain fascism origins looking intellectual cultural economic factors others claim way understand fascism occurred study leaders intentions eg adolf hitler members voters supporters definition fascism organizational form also affect countries studied whether case comparative analysis italy germany received attention many countries subject inquiry scholars examined dozens countries effort classify fascist otherwise scope fascist studies expands new insights emerge disciplines become involved new methods inquiry developed new sources data become available archives russia eastern europe fall soviet union vatican finally many scholars preoccupied possibility fascism return today far right countries world studies questions definition origins also important perhaps pressing concerns activities groups whether pose threat democracy contain,sociology
