doi,abstract,label
10.1093/obo/9780199756223-0176,"<p>Niccolò Machiavelli (b. 1469–d. 1527) stands as one of the most famous and influential thinkers of the Western political tradition. His writings have inspired, guided, outraged, and perplexed intellectuals and politicians alike for more than half a millennium, and even in the 21st century they remain a major subject of academic controversy. Machiavelli is best known for The Prince, a slim volume that purports to teach aspiring princes how to acquire and maintain power. Although nominally a contribution to the “mirror-for-princes” genre, its subversive nature was obvious even to its earliest readers, and Machiavelli’s name has since become synonymous with the cunning, duplicity, treachery, and ruthlessness it depicts. His other major political works include the Discourses on Livy, a much longer study of Roman republicanism, the Florentine Histories, an examination of his own city’s troubled republican past, and Art of War, a dialogue that features contemporary personages, including the mercenary captain Fabrizio Colonna. Whether and how Machiavelli intended these books to form a coherent political philosophy is a matter of considerable debate; nevertheless, they all reflect Machiavelli’s attentiveness to the lessons taught by political history, known to him through classical sources such as Livy, Tacitus, and Polybius and through his own experiences as a chancellor of the Florentine Republic. The authors wish to thank Erica Buonanno and Alexander Trubowitz for their research assistance on this project.</p>",political science
10.1093/obo/9780199756223-0121,"<p>The moral obligation to obey the law, or as it is generally called, political obligation, is a moral requirement to obey the laws of one’s country. Traditionally, this has been viewed as a requirement of a certain kind, to obey the law because it is the law, as opposed to the content of particular laws. This conception of the “content independence” of obligations dates back at least to the time of Thomas Hobbes: “Command is where a man saith, Doe this or Doe not this, without expecting other reason than the Will of him that sayes it” (Hobbes 1991, cited under Major Historical Sources, p. 176). In characterizing this as a moral requirement, theorists distinguish political obligation from legal obligation. All legal systems demand obedience from those subject to them. Questions of political obligation concern the state’s justification for doing so. Unless citizens have moral requirements to obey the law, the state may be able to compel obedience but is acting unjustly and impinging on their freedom in doing so. Political obligations are also generally distinguished from what we may call prudential obligations. As H. L. A. Hart argues, if a gunman holds you up, you may be obliged to turn over your money, as the consequences of not obeying could be dire. In contrast, when the state demands that you pay your taxes, you may again be obliged to pay. But if you have political as well as prudential obligations, there is a sound moral basis for the state’s command. In other words, it is right that you comply (Hart 1961, cited under Formal Features of Obligations and Political Obligations, pp. 80–88). On this traditional view, the relationship between the state and the individual is expressed in terms of “authority.” If the state possesses authority, then individuals have moral requirements to obey its commands, and the state has “claim rights” to their obedience. In recent years, political obligations have generally been conceptualized in a particular way, as applications of familiar moral principles. For instance, as commonly understood, an obligation of gratitude is generated by receipt of benefits from a benefactor, if certain other conditions are met. A gratitude theory of obligation results from taking a general principle of gratitude and applying it to the state, which, on this view, is interpreted as conferring significant benefits on citizens. Citizens have duties to make appropriate returns for benefits received, which they fulfill by obeying the law. Debate over a gratitude theory largely centers upon the necessary conditions for gratitude obligations and whether they are satisfied by state provision of benefits. Similar overall patterns are seen in regard to theories based on consent, fairness, natural duties of justice, and other moral principles. These are developed with great sophistication by numerous scholars, with no agreement on which approach is best. With a number of competing theories of obligation in the literature, theorists generally criticize other views as part of the project of defending their own. Commonly, a theorist begins by arguing for a set of criteria that an adequate theory of political obligation must satisfy. Especially important, as argued by A. John Simmons (Simmons 1979, cited under Overviews), are “generality,” that the requisite moral requirements are held by all or most all citizens, and “particularity,” that they are owed to one’s own country. Having established standards of success, the scholar proceeds to demonstrate that her theory is alone in being able to satisfy them. However, perhaps the dominant trend in the literature in recent years is belief that no theory satisfies the criteria for a successful theory. Scholars who support this position typically examine the familiar accounts of political obligation one by one, rejecting each in turn. This strategy is followed in Smith 1973 and Raz 1979 (both cited under Birth of Skepticism), among others, while Simmons 1979 is probably the most prominent example. For convenience, I will refer to this strategy as the “knockdown” approach. In response to the criticisms of particular theories that have emerged, scholars have attempted to rework the different positions. There has been considerable progress on many different approaches, and much of the literature takes the form of debates about the strengths and weaknesses of particular approaches. But at the present time, no theory has been able to survive scrutiny. The apparent success of the knockdown approach has generated skepticism about both the existence and the possibility of a satisfactory theory of obligation. So-called philosophical anarchists argue that this situation is not as counterintuitive as it may appear, as people are likely still to have moral reasons to obey important laws. For instance, it is clear that Alice has good moral reasons to refrain from killing other people and that these reasons hold whether or not she has a moral requirement to obey a law against murder. Thus it is not clear how much difference a law against murder makes. On this view, then, as long as there are moral reasons to behave in recognizably appropriate ways, disproving the existence of political obligations will not have unduly deleterious effects. While the knockdown approach and its implications have received considerable attention, other scholars have criticized this strategy, while others have attempted other approaches to questions of political obligation. Not surprisingly, the conditions that a satisfactory theory of obligation must satisfy have attracted scholarly attention. For instance, the knockdown approach typically criticizes theories one by one. Having shown that, say, consent is not a satisfactory basis for political obligations, the scholar moves on to the next theory, and then the next. But in response, it is argued that just because a particular theory is not able to establish a complete set of political obligations does not mean it is unable to establish any at all. And so the possibility is raised of combining different approaches or theories in order to construct a new “multiple-principle” theory. Accordingly, one result of the prominence of the knockdown approach and other criticisms of traditional theories of political obligation has been to raise important wider issues concerning theories of obligation, the nature of political obligations themselves, and the implications if no account proves satisfactory. Much of the literature discussed in this article is organized around particular approaches, both defenses and criticisms. I have distinguished what I view as the more prominent approaches from others that have been developed, but that seem to me less promising or that have received less scholarly notice. But one should recognize that this distinction is somewhat arbitrary, while there are also alternative ways contributions to the literature can be organized. In addition, I have attempted to include both important, recognized contributions and some more recent pieces that seem particularly interesting. Many important discussions of political obligation are chapters in books or articles in collections. These are listed separately, which means that some books appear more than once.</p>",political science
10.1093/obo/9780199756223-0135,"<p>David Hume (b. 1711–d. 1776) was one of the central figures of what we now commonly call the Scottish Enlightenment. He lived and wrote during a time when questions about Scotland’s political future and its place both in Britain and in the world figured prominently. Only four years before Hume’s birth, Scotland united with England to form Great Britain. In the process, the Scots gave up their status as a separate kingdom with its own parliament. The political context of Hume’s world was also shaped by the legacy of the 17th-century political conflicts that had led to the English Civil War, resulting in the execution of one king (Charles I) and the overthrow of another (James II). The Jacobite uprisings of 1715 and 1745—the latter briefly saw Jacobite forces capture Edinburgh—made clear that those conflicts had not yet been settled. The place of religion and religious extremism in politics was still of great concern. It was only in 1696 that Thomas Aikenhead, a twenty-year-old student in Edinburgh, became the last Scot hanged for blasphemy. In Hume’s time, factions within the Kirk (Church of Scotland) competed for control of that institution and the social and political power it wielded. In the British Parliament, and in British society more widely, the often-virulent party politics of the day raised questions about the causes and effects of factionalism. To his contemporaries, Hume was known internationally as a man of letters and as a historian (Even today his entry in the catalogue of the British Library lists him simply as “the historian”). Hume was also a philosopher and an essayist. Political questions informed much that he wrote. He gave sustained attention to factionalism, religious and political extremism (what Hume termed “enthusiasm”), religious toleration, the origins and foundations of government, political authority, liberty, commerce, justice, and many other questions that are of central concern to political theorists. Generally speaking, Hume’s answers to these questions emphasized an empirically grounded account of human nature for understanding politics; the significance of historical and political contexts; the roles of opinion, habits, and conventions in political life; political moderation; and the limits of reason and the role of the passions in morals and politics. Hume developed his political thought most explicitly in political essays of the 1740s and 1750s, and in his multivolume History of England (1754–1762). Discussions of justice and allegiance to government, however, appeared first in Book 3 of A Treatise of Human Nature, and then again in revised form in An Enquiry concerning the Principles of Morals. Those interested in Hume’s political thought may also want to consult his works on religion (The Natural History of Religion and Dialogues concerning Natural Religion), and An Enquiry concerning Human Understanding. Hume’s letters should not be overlooked either; he was an engaging correspondent. Though some of his letters did not survive or have yet to be rediscovered, the published collections of Hume’s correspondence contain significant discussions of political topics that will be of great interest to students of his political thought.</p>",political science
10.1093/obo/9780199756223-0327,"<p>At its heart, intersectionality is a study of relative power. As such, political scientists have employed this approach as both a theory and method to examine political behavior and the state’s interaction with social groups as citizens and noncitizens. Intersectionality is a framework that recognizes the interconnectedness of sociopolitical categories that overlap with systems of discrimination or disadvantage. The study of intersectionality is interdisciplinary and does not have one academic home. As such, we compiled a list of texts that have used this concept, methodological framework, or theoretical approach to answer questions using a political science lens with the goal of providing a broad summary of contemporary research in this field. Furthermore, we made an effort to represent research that highlights the variation among social groups, regions, and issues as a way to illustrate the diversity within intersectional research projects. In political science, intersectionality has been used as a normative theoretical argument and a methodological approach to empirical research. Rooted in Black feminist theory and praxis, intersectionality has been employed as an analytical tool to bring to light issues of marginalization and systematic oppression that were previously invisible by using a single axis approach. Much of political science research seeks to understand the experiences of those with one or more marginalized identities as political actors. The research in this field is diverse in the populations and questions examined as well as the methods employed. Contemporary research on intersectionality includes comparative and international research on nations around the world. It explores the role of institutions, culture, and context as well as individual political identities, attitudes, and behavior. This scholarship also examines the differences of experiences within populations—such as women and racial, ethnic, or religious minorities often grouped for analysis in other fields. In applying an intersectional analysis to political experiences of these populations, this research often highlights the ways in which different identities are associated with distinct attitudes, behavior, and political outcomes. As a result, intersectionality research in political science offers deeper insights into political phenomena that were previously examined with a single axis approach. For example, studies of women’s political involvement that did not account for difference among groups of women failed to account for how ethno-racial, sexual orientation, nativity, disability, or religion may have influenced women’s political experiences and political outcomes. Among the debates engaged by this literature are questions revolving around the political experiences associated with multiple marginalized identities. Specifically, do groups, candidates, or public officials who possess multiple marginalized identities experience a so-called double disadvantage? Some research indicates this is the case, while others find strategic advantage associated with intersectional identities.</p>",political science
10.1093/obo/9780199756223-0339,"<p>Feminist studies have rejected the assumption according to which gender violence is an individual or private issue that has to be primarily approached from a psychological perspective. They have underscored the link between gender violence and other factors of social inequalities. Feminists contend that men use violence as a means to exercise power over women. They have defended the idea according to which violence against women is a form of political violence. Marxist/materialist feminisms have argued that the dichotomy between the private and the public spheres structures power relations between women and men. They have shown that the private/public distinction depoliticizes the private sphere. Simultaneously, they have demonstrated that the private sphere—as much as the public domain—is a political construction which serves to reinforce women’s subordination and their social, political and economic exploitation. Women’s relegation to domestic tasks and their responsibility for care work reinforce the norm of political participation and economic resources as a male privilege. The concept of political violence locates politics in the public domain, and links violence with armed conflicts, social movements, and wars. By contrast, feminist studies situate the production of political violence within domains of life which were previously dismissed as irrelevant for politics: the home, the neighborhood, the intimate space, interpersonal relations and everyday life. Feminist theories make visible the political nature of violence against women. They consider that violence against women takes various forms, occurs in all social spaces, and is closely intertwined with gender hierarchies. Violence against women is an instrument for maintaining women’s oppression and men’s privileges in societies. The political economy of patriarchy and gendered inequalities makes women more vulnerable and fuels violence against women. Furthermore, women of color and queer feminists have highlighted the importance of other categories of identity such as race, class, and sexuality in the way gender violence is deployed. A focus on gender, instead of women, enables to bring nuances to monolithic representations of masculinity and femininity by demonstrating how the masculine and the feminine constitute socially constructed sets of attributes, behaviors, and roles that are constantly negotiated and changing over time and history. An intersectional approach to gender is therefore necessary to understand how violence differently targets and affects women of color and queer people.</p>",political science
10.1093/obo/9780199756223-0089,"<p>Cosmopolitan political thought is an emerging subfield of political theory. It is motivated by a turn beyond studying the texts and ideas of the traditional Western canon and also by reflections on what kinds of approaches should characterize such study. It emerges from, yet distinguishes itself from, two other subfields: cosmopolitanism and comparative political theory. It acknowledges that theorizing beyond Western resources is crucial, but it suggests that the more important question is a methodological one. That is, it is not simply about the content of which ideas and texts are studied, but also about how they are studied and what assumptions are revealed by a given way of approaching non-Western resources. Cosmopolitanism traces the emergence of its ideas to the ancient Greek and Roman traditions of Stoicism, calling for recognizing the community of rational beings worldwide as the source of the most fundamental moral and social obligations. Contemporary cosmopolitanisms apply this idea to a diversity of themes and debates, ranging from questions of nationalism and global distributive justice to international law, human rights, global democracy, climate change, and just war theory. Comparative political theory, meanwhile, is a subfield of political theory that emerged to focus on the study of political thought from civilizations outside the West. These studies include, among others, histories of political thought within certain non-Western traditions (such as the Indic, Islamic, Chinese, African, or Latin American ones), the history of particular concepts within civilizations, conceptual comparison across civilizations, and the treatment of interpretive or commentarial debates pertaining to certain concepts or problems within certain traditions. Cosmopolitanism raises the question of broadening the scope of political questions to the global, but it privileges the West and suggests that its intellectual heritage contains resources for such theorizing. Comparative political theory addresses non-Western texts and ideas, but it remains silent on which approaches would constitute a more cosmopolitan evolution in political theory’s self-understanding. Cosmopolitan political thought moves beyond both these discourses, engaging in methodological reflection about how the tasks and purposes of political theorizing might be reconceived so that the very practices of theorizing might become more cosmopolitan. Among other things, it argues that any study of non-Western thought must proceed from within, from a perspective internal to the tradition and its central texts, preoccupations, ideas, and concerns. Thus, it emphasizes detailed study of, and immersion within, any important civilizational intellectual tradition as the prerequisite for any subsequent engagement with such ideas. The study of works within particular civilizations serves to further a more cosmopolitan mode of political theorizing rather than simply serving as an artifact of regionally specific interest.</p>",political science
10.1093/obo/9780199756223-0346,"<p>“Ancient Chinese political thought” refers to the reflections and discussions about politics during the period before the First Emperor established the Qin dynasty in 221 bce. Although one could also infer some political thought of that period from the other archeological evidence, the main sources of such reflections and discussions are texts believed to date back to that period, some of which became the foundation of Chinese education that began in the Han dynasty (210 bce–220 ce) and lasted till the beginning of the 20th century. Although disrupted by the turbulent history of China’s encounter with modernity in the early 20th century, the study of ancient Chinese texts has become the center of what is known as “national studies (guoxue国学)” in the People’s Republic of China (PRC) today, with institutes devoted to it in many Chinese universities, supporting researchers from various disciplines. In the revival of Confucianism coupled with the rise of cultural nationalism in mainland China, many Chinese scholars have turned to ancient Chinese political thought for inspiration in their search for distinctively Chinese perspectives on politics, both local and global, and they advocate Chinese alternatives or models to address contemporary challenges. With limited space, the publications selected for this article make up only a small fraction of the works in English and even fewer in Mandarin that discuss ancient Chinese political thought. (The focus on English works is due to the consideration that not all readers of this article would be able to read Mandarin.) In addition to being studied as part of early Chinese civilization that has influenced Chinese society through subsequent centuries, political theorists and philosophers engage ancient Chinese political thought to address perennial or contemporary political problems, contributing significantly to the growth of comparative political theory and comparative political philosophy.</p>",political science
10.1093/obo/9780199756223-0349,"<p>Although initially conceptualized as linked to a geographical region that includes much of India, Nepal, Bhutan, Pakistan, Bangladesh, and Sri Lanka, South Asian political thought as a rich and distinct field of study is relatively new. In the last two decades, earlier portrayals of Asian societies have been seen as missing essential aspects of their political life. So far this field has focused on the contributions of individuals, events, and circumstances of colonial history from the 17th century as social reform movements began to respond to the challenge posed by the colonial intrusion. However, new ways have arisen to study this region. moving away from the confines of traditional Eurocentric understanding of South Asia. These approaches also introduce mass actors as agents of social and political change. Subsequently, the history of South Asian political ideas has emerged as different from other systems of thought and gained a foothold in colleges and universities across the world. As a result, South Asian studies are now established as a vibrant and complex interdisciplinary field devoted to studying people’s history, culture, and politics in these regions. Although there are dangers of using such a classification to understand a diverse area, core political thinkers of this region have emerged with time who share specific themes, arguments, and political practices. Although widely used, there is a consensus that the term ‘South Asia’ officially emerged in the wake of the territorial assumptions of area studies. It is also a result of institutional responses to the imperatives of the Cold War in the 1950s. In studies of the making of South Asian intellectual history, the circuitous networks of texts, letters, essays, party archives, official reports, vernacular print cultures, journals, and songs have been found to have enormous cross-influence between the ‘colony’ and ‘metropole.’ However, the number of publications on the notion of South Asia is reasonably limited. Thus there is a need to delve into a comprehensive range of sources scattered in many books, articles, and primary sources dealing with anthropology, sociology, philosophy, politics, biography, and literature.</p>",political science
10.1093/obo/9780199756223-0334,"<p>Postcolonial political theory is an emerging subfield of political theory, although its parameters and particular meanings are less than clearly defined and subject to contestation. Related to a more general critique of political theory’s traditional Eurocentric bias, postcolonial political theory is motivated by three key issues: first, how colonialism shaped the traditional Western canon; second, the broad silence on colonialism and its legacies in mainstream political theorizing; and third, the tensions, particularly within liberal political theory, between its universal pretentions and culturally specific Western location of articulation. The scope of inquiry in postcolonial political theory is broadly responsive to postcolonialism, a body of thought concerned with tracing, engaging, and responding to the cultural, political, social, and economic legacies of Western colonialism, particularly the period of European colonial rule between the 18th and mid-20th centuries. With a particular emphasis on the relationship between power and knowledge, postcolonial theories and approaches take the development of modernity as coterminous with European colonial and imperial projects, and therefore examine the ways in which modern systems of knowledge are implicated in colonial relations of power. Postcolonial political theory similarly treats political modernity as imprinted by Western colonialism and imperialism, making for distinct political dynamics, problems, and forms of injustice, on the one hand, and shaping the history of European political thought, on the other. In this regard, postcolonial political theory does not just call for a widening of the remit of political theory beyond the traditional European canon to include non-Western texts, voices, and perspectives. It also raises profound questions about the ways in which the categories, ideas, and assumptions of political theory have been complicit in and served to legitimize the domination of colonized peoples and indigenous, non-Western, and subaltern minorities. Postcolonial political theory seeks to articulate alternative modes of theorizing that can better speak to the concerns of justice for the formerly colonized, indigenous peoples, and those affected by the neo-imperial features of the current global order. An important element of this is concerned with methodology, in particular the use of multidisciplinary insights from history, cultural studies, and anthropology, among others, as well as thinkers and texts that would not conventionally be considered “political” according to dominant Western conceptions of politics.</p>",political science
10.1093/obo/9780199756223-0350,"<p>The historical evidence suggests that political humor (PH) is endemic to the human experience, and many assume that various political humorists or works of PH have been responsible for producing social or political change. Implicit in this assumption is the idea that exposure to PH can affect how individuals understand the political world. Interestingly, it’s not until fairly recently that this notion has been explored in any systematic way. This review focuses on this PH effects research. After briefly exploring different aspects of the genre, the essay discusses research on the effects PH has on individuals’ cognition, attitudes and political engagement, including political participation.</p>",political science
