doi,abstract,label
10.1093/obo/9780199756384-0034,"<p>Medical sociology, sometimes referred to as health sociology, is the study of the social causes and consequences of health and illness. Major areas of investigation include the social determinants of health and disease, the social behavior of patients and health care providers, the social functions of health organizations and institutions, the social patterns of the utilization of health services, the relationship of health care delivery systems to other social institutions, and social policies toward health. What makes medical sociology important is the critical role social factors play in determining or influencing the health of individuals, groups, and the larger society. Social conditions and situations not only promote and, in some cases, cause the possibility of illness and disability, but also enhance prospects of disease prevention and health maintenance. The earliest works in medical sociology were carried out by physicians in the United States, not sociologists who tended to ignore the field. This changed in the late 1940s when large amounts of federal funding became available to support joint research projects between sociologists and medical doctors. At its inception, work in medical sociology was oriented toward finding solutions relevant for clinical medicine. However, in 1950, Talcott Parsons, the leading theorist in sociology at that time, introduced his concept of the sick role that subsequently attracted other theoretical work and had an important role in the emergence of medical sociology as an academic field. Medical sociology has evolved to the point today that it investigates health and medical problems from an independent sociological perspective. Medical sociologists now comprise one of the largest and most active groups doing sociological work in North America and Europe, and the field has expanded to other regions as well. About one of every ten American sociologists is a medical sociologist.</p>",sociology
10.1093/obo/9780199756384-0263,"<p>The sociology of tourism studies tourists’ relationships, roles, and motivations and the ongoing exchange among tourists, institutions, and host communities. Tourism cannot be treated in isolation since it embodies all tourism practices in a system they operate in. Thus, tourism is a complex sociocultural, economic, and political phenomenon and touches all levels of society. The investigation of tourism’s role in society, the tourism system’s effects on nature, tourism spaces, objects, practices, relationships, and the tourist typologies demand systematic sociological investigations. A researcher needs to consider the whole macro system through its members’ social, political, cultural, and economic interactions. In such a social context, both human and nonhuman actors continuously shape and reshape the tourism system, and the tourism system reshapes these actors’ values, attitudes, and behaviors. Researchers examining the sociology of tourism departed from several theoretical Perspectives, blended theory and method, and focused on sociological concepts to understand and explain the different aspects of tourism. This group of scholars has been working within the several cores of sociology (e.g., education, family, economy, development, religion, gender, language, migration, social inequalities, labor, art) and at the margins of emerging interdisciplinary formations, including those crossing many disciplines such as geography, anthropology, economics, political science, psychology, marketing, communication, women’s studies, history, and cultural studies. The sociology of tourism studies engendered transdisciplinary conversations both in academia and in practice, and the results of these studies have created pragmatic changes in tourism practices, habits, and governance.</p>",sociology
10.1093/obo/9780199756384-0187,"<p>Cognitive sociology is the study of the conditions under which meaning is constituted through processes of reification. Cognitive sociology traces its origins to writings in the sociology of knowledge, sociology of culture, cognitive and cultural anthropology, and more recently, work done in cultural sociology and cognitive science. Its central questions revolve around locating these processes of reification since the locus of cognition is highly contentious. Researchers consider how individuality is related to notions of society (structures, institutions, systems, etc.) and notions of culture (cultural forms, cultural structures, sub-cultures, etc.). These questions further explore how these answers depend on learning processes (socialization, acculturation, etc.) which vary according to the position one takes on the role of language in cognition. It is from these positions that we operationalize a theory of human nature and construct a justification for the organization of the state of human affairs and the related conceptualizations of identity, self, and the subject. In this way, cognitive sociology seeks to establish the minimal model of the actor (the ontology) that underpins not only other subfields of sociology but also the human sciences in general. In this way, cognitive sociology analyzes the series of interpersonal processes that set up the conditions for phenomena to become “social objects,” which subsequently shape thinking and thought. In classical cognitive sociology, the historical traditions of the sociology of knowledge and phenomenology are emphasized, with the work of Bourdieu and Goffman given special treatment, given their contributions as precursors to many of the contemporary contingencies and consequences of debates in culture and cognition. The principle organizing the more contemporary literature are the paradigmatic assumptions concerning the locus of cognition, which have been organized into five ideal-types. These elucidate the points of agreement and disagreement in the field by addressing how thematic concerns (e.g., knowledge, rationality, embodiment, practices, discourse, etc.) highlight the priority of individuality in modeling society, to illustrate what makes cognitive sociology at once interdisciplinary yet contentiously distinct in addressing the politics of “tacit knowledge.”</p>",sociology
10.1093/obo/9780199756384-0221,"<p>This article curates scholarship around those understandings identified to be “knowledges.” It investigates their production, legitimating institutions, and their experiences and embodiments. It emphasizes those conceptualizations excluded from canonizations of knowledge. This knowledge cultural sociology (KCS) recognizes the importance of the Mannheimian tradition, and its extensions, that explain how social relations shape the articulations and validations of knowledge. However, KCS also situates knowledge within systems beyond those who produce and consume it. KCS views knowledge as itself necessarily contested, as struggles over its qualities reflect social locations and articulate social practices. In making knowledge over the subject of inquiry, KCS works to understand how knowledges’ symbols, schemas, institutions, and networks shape the terms of social reproduction and transformations. As such, KCS demands consideration of different kinds of knowledge cultural products and modes of communication. KCS is thus necessarily grounded in the question of what constitutes knowledge, and for whom and with what interests and expectations. This KCS intervention focuses on 21st-century work. This decision aims to engage scholarship that extends and challenges a 20th-century canon; including works from the 20th century signals scholarship yearning for expansion. The article is not comprehensive, but marks how knowledge is valued and ignored. To focus on this century and move beyond sociology allows engagement with ways of knowing and being that sociology has historically minoritized, moving consideration to structures and processes validating some kinds of knowledge over others. KCS is not canonization, but works toward liberation, a knowledge activism mobilizing knowledge in consequential public ways alongside more familiar scholarly ambitions. KCS moves scholarship beyond familiar networks and self-reproducing knowledge hierarchies grounded in race, gender, sexuality, religion, and world region. It seeks to move dialogue beyond knowledge silos and to identify new and ignored ideas, meanings, references, and authorities for constituting knowledges of consequence, reframing contests along the way. For example, instead of asking how excellence and diversity can be combined in knowledge production, KCS asks what anti-racist knowledge excellence can be. Accounts of epistemology ought to foreground the contexts and power relations in which those knowledge sensibilities are formed and communicated; thus, the references in this article move generally from concept to context. Likewise, sections moving toward global, post-socialist, and postcolonial discussions inform ontologies and epistemologies organizing scholarly work and public consequence. But this begins with what might be identified, in this entry at least, as the greatest hits of KCS.</p>",sociology
10.1093/obo/9780199756384-0015,"<p>Economic sociology is the study of the relationship between society and the market. The field incorporates insights from economics, behavioral psychology, economic anthropology, and cultural anthropology. Structural and cultural approaches largely characterize the studies conducted in the field, with the former associated with networks, institutions, and social organization; the latter, rituals, symbols, cognitive frameworks, and narratives. Economic sociologists study how social networks and relationships affect economic actions, such as the provision of loans, the acquisition of a job, and the successful construction of deals. Empirical studies examine how prices are set, why some pricing schemes that do not seem rational are instead understandable and predictable, and how markets are incorporated into social life, and vice versa.</p>",sociology
10.1093/obo/9780199756384-0154,"<p>Rural sociology is a unique area of sociological inquiry. Its institutional development leaves it perhaps the most independent of all sociological subfields. Rural sociology in the United States emerged in the early 20th century when federal funding was earmarked to the land grant universities (public universities) to study and assist the farm population. Separate “rural” sociology departments appeared gradually within colleges of agriculture that paralleled the substantive areas found in general sociology departments. Thus, one finds in rural sociology a replication of many core areas in general sociology but with a rural twist—inequality, demography, work/labor markets, race/ethnicity, gender, community, and so forth. Over time, additional rural-oriented specialty areas emerged, notably the sociology of agriculture and natural resource/environmental sociology. Rural sociology has also expanded globally. As a consequence, the substantive scope of contemporary research is large and varied. What knits the work together is a focus on the geographic periphery, that is, the places, populations, and forms of social activity found in rural areas globally which has provided boundary and meaning to the field. In addition to its broad substantive scope, rural sociology is characterized by a distinct research approach. Research tends to be comparative: rural places and populations are often set in contrast with regard to their urban counterparts to ascertain similarities and differences. In this way, rural sociological research is often said to challenge the urban bias of general sociology. Disciplinary practice is also distinct. While there are few departments with rural sociology in their name today, courses and specializations in the field are found across many land grant universities. There is a long tradition of cross-disciplinary linkages particularly with agricultural economics, the environmental sciences, and more recently geography. Rural sociologists have been highly active in federal, state, and local public policy circles and in public sociology efforts that contribute to community development, sustainable agricultural and food systems, and social and environmental justice. In terms of work in the profession, rural sociologists also work outside of colleges of agriculture, within government agencies, international development agencies, and across governmental and non-governmental institutions. Although rural populations will continue to decline globally, there is reason to think that rural sociology will have broad influence in the future because the research areas it encompasses are of growing interest to social scientists, policymakers, and the public at large. Issues addressed by rural sociologists pertaining to the sustainability of the food system, climate/environmental change, and rural poverty are among the most pressing public concerns today.</p>",sociology
10.1093/obo/9780199756384-0009,"<p>Comparative historical sociology is the branch of sociology that analyzes society-wide transformations, such as social revolutions, the rise of capitalism and the nation-state, democratization, and the birth and transformation of welfare states. At the end of the 19th century all of sociology’s European founders turned to historical explanation to understand the changes that capitalism had brought to their societies, from Marx’s attempt to explain history as the working out of class struggle, to Weber’s investigations into the comparative development of economy and society, to Durkheim’s investigations into the historical development of religion, law, and the division of labor. These early historical arguments were eclipsed, however, by the behavioral revolution and the explosion of statistical tools and techniques of the mid-20th century, which re-founded the discipline as the study of large numbers of individual actors or units. Only when revolutions and social change became increasingly pressing political concerns in the 1960s and 1970s did a large number of scholars once again turn to comparative historical sociology as the form of sociological explanation most appropriate to analyzing changes that occur infrequently or over very long periods, and that affect a society as a whole unit. While the classics of the discipline focus on European history, contemporary scholars are extending the approach to the rest of the world. Current areas of great interest include the question of why China did not experience an industrial revolution in the 18th century, the role of the state in economic development, and the transition to capitalism in eastern Europe. Some think that the study of rare events requires different methods from those common in the rest of sociology, and accordingly a lively methodological discussion is underway in the field. Because there has been great interest in the state as the source of much social transformation, the subfield overlaps considerably with macro political sociology; but comparative historical scholars are also interested in processes of social and economic change beyond the realm of the political.</p>",sociology
10.1093/obo/9780199756384-0198,"<p>Music is central to cultural life and therefore also often perceived as central to social life. The study of music in society has been of interest to canonic social thinkers, including Weber, Simmel, and Adorno, since the establishment of sociology. The study of music has also concerned scholars in adjacent disciplines, particularly musicology, cultural studies, and economics. In the landmark Distinction, Bourdieu argued, “nothing more clearly affirms ones ‘class,’ nothing more infallibly classifies, than tastes in music” (Distinction: A social critique of the judgement of taste [London: Routledge, 1984], p. 18). Sociologists of music have accordingly been concerned with the importance of musical taste for signifying status and distinguishing cultural hierarchies. Sociologists have also been concerned with the socio-demographic correlates of musical preference, how musicians and the music industry organize to provide music and influence taste, and the education and working conditions of musicians. What tends to distinguish sociology of music from other disciplines is a commitment to the sociological imagination or the use of social research methods—but not necessarily both. And many sociologists of music work across disciplines. Sociologists have also coalesced around the study of different genres, and those contributing in the sociology of particular genres often do so not as sociologists but as music, folklore, or history scholars whose interests have extended to the sociology of music. The American sociology of music tradition has arguably been influenced more heavily by symbolic interactionism and rational choice theory than the European, where critical theory has been more influential. Nevertheless, conceptual and methodological interchange is growing, particularly with the increasing influence of Bourdieu in US sociology. The sociology of race, gender, and sexuality has also influenced the field significantly. This conceptual and methodological diversity means the field has low paradigmaticness. However, this diversity does lead to productive exchange and synthesis of ideas and methods. Notably, there is growing interest in music as a social technology and insights from science and technology studies. As in cultural sociology more broadly, attention is turning to “the music itself,” music as mediating social interaction, and artists and works embedded in wider socio-musical systems using computational tools, particularly network analysis. Data proliferation is generating innovative quantitative work. Qualitative research is also being reinvigorated by new technologies enabling new interview methods, digital ethnography, and computational methods for processing textual data.</p>",sociology
10.1093/obo/9780199756384-0055,"<p>Culture is the symbolic-expressive dimension of social life. In common usage, the term “culture” can mean the cultivation associated with “civilized” habits of mind, the creative products associated with the arts, or the entire way of life associated with a group. Among sociologists, “culture” just as often refers to the beliefs that people hold about reality, the norms that guide their behavior, the values that orient their moral commitments, or the symbols through which these beliefs, norms, and values are communicated. The sociological study of culture encompasses all these diverse meanings of “culture.” Amid this diversity, what unifies the sociology of culture are two core commitments: that the symbolic-expressive dimension of social life is worthy of examination, both for its own sake and because of its impact on other aspects of social life; and that culture can be studied using the methods and analytic tools of sociology. Within the discipline, the sociology of culture emerged as a bounded subfield during the 1980s. Prior to this period, sociological analyses of culture were found mainly in theoretical treatises and in empirical studies of religion, the arts, and the “sociology of knowledge.” Throughout, the sociological study of culture has been oriented by a common set of broad questions: What are the social origins of culture? What cultural patterns are found in various groups and institutions? And what influence does culture have on important aspects of society? Scholarship in the sociology of culture ranges from highly general conceptual arguments to closely observed empirical studies. The readings included here reflect this breadth.</p>",sociology
10.1093/obo/9780199756384-0161,"<p>The sociology of war is a subfield of sociology that focuses on the macro-level patterns of war making, how societies engage in warfare, the meaning that war has in society, and the relationship between state structure and war making. A related subfield is military sociology, which focuses more explicitly on the organization and functioning of military forces and civil- military relations. These lines of scholarship are bound together by the basic premise that understanding war necessitates understanding those who fight it, and vice versa. The sociology of war overlaps with other fields that share an interest in government and politics, such as military history, political sociology, political science, and international relations. However, these fields tend to be concerned primarily with how wars begin and end, whereas the sociology of war tends to focus more explicitly on the cultural and social implications of war and how war and society act and react upon each other. With a few notable exceptions, the sociology of war remained mostly isolated within the field of comparative historical sociology until the 1980s, when two trends opened the door for an interdisciplinary sociology of war. The first was the dissipation of a war taboo, widespread in American academia and connected to the social resistance against the Vietnam War throughout the 1960s and 1970s. A renewed interest in the social implications of war also occurred as the end of the Cold War raised new questions about the role of the state in war making and the future of warfare. Renewed interdisciplinary interest in the origins of the modern nation-state led to a reexamination of the role that warfare played in the emergence and spread of the state system. In the decade after the terrorist attacks of 11 September 2011 the sociology of war focused extensively on questions related to the role of nonstate combatant groups, the apparent increase in asymmetrical war in the post–Cold War era, and the meaning that such transformations in war making may carry for the societies that wage them. As the Global War on Terror nears the end of its second decade, scholars have increasingly turned their attention to understanding the interactions between state and society as the lines between peacetime and wartime become less distinguishable. Most recently, the sociology of war has exhibited a broadening in scope, with greater emphasis on examining how war is situated within larger patterns of social violence.</p>",sociology
