doi,abstract,label
10.1093/obo/9780199756223-0176,niccolò machiavelli b stand one famou influenti thinker western polit tradit write inspir guid outrag perplex intellectu politician alik half millennium even st centuri remain major subject academ controversi machiavelli best known princ slim volum purport teach aspir princ acquir maintain power although nomin contribut mirror princ genr subvers natur obviou even earliest reader machiavelli name sinc becom synonym cun duplic treacheri ruthless depict major polit work includ discours livi much longer studi roman republican florentin histori examin citi troubl republican past art war dialogu featur contemporari personag includ mercenari captain fabrizio colonna whether machiavelli intend book form coher polit philosophi matter consider debat nevertheless reflect machiavelli attent lesson taught polit histori known classic sourc livi tacitu polybiu experi chancellor florentin republ author wish thank erica buonanno alexand trubowitz research assist project,political science
10.1093/obo/9780199756223-0121,moral oblig obey law gener call polit oblig moral requir obey law one countri tradit view requir certain kind obey law law oppos content particular law concept content independ oblig date back least time thoma hobb command man saith doe doe without expect reason say hobb cite major histor sourc p character moral requir theorist distinguish polit oblig legal oblig legal system demand obedi subject question polit oblig concern state justif unless citizen moral requir obey law state may abl compel obedi act unjustli imping freedom polit oblig also gener distinguish may call prudenti oblig h l hart argu gunman hold may oblig turn money consequ obey could dire contrast state demand pay tax may oblig pay polit well prudenti oblig sound moral basi state command word right compli hart cite formal featur oblig polit oblig pp tradit view relationship state individu express term author state possess author individu moral requir obey command state claim right obedi recent year polit oblig gener conceptu particular way applic familiar moral principl instanc commonli understood oblig gratitud gener receipt benefit benefactor certain condit met gratitud theori oblig result take gener principl gratitud appli state view interpret confer signific benefit citizen citizen duti make appropri return benefit receiv fulfil obey law debat gratitud theori larg center upon necessari condit gratitud oblig whether satisfi state provis benefit similar overal pattern seen regard theori base consent fair natur duti justic moral principl develop great sophist numer scholar agreement approach best number compet theori oblig literatur theorist gener critic view part project defend commonli theorist begin argu set criterion adequ theori polit oblig must satisfi especi import argu john simmon simmon cite overview gener requisit moral requir held citizen particular owe one countri establish standard success scholar proce demonstr theori alon abl satisfi howev perhap domin trend literatur recent year belief theori satisfi criterion success theori scholar support posit typic examin familiar account polit oblig one one reject turn strategi follow smith raz cite birth skeptic among other simmon probabl promin exampl conveni refer strategi knockdown approach respons critic particular theori emerg scholar attempt rework differ posit consider progress mani differ approach much literatur take form debat strength weak particular approach present time theori abl surviv scrutini appar success knockdown approach gener skeptic exist possibl satisfactori theori oblig call philosoph anarchist argu situat counterintuit may appear peopl like still moral reason obey import law instanc clear alic good moral reason refrain kill peopl reason hold whether moral requir obey law murder thu clear much differ law murder make view long moral reason behav recogniz appropri way disprov exist polit oblig unduli deleteri effect knockdown approach implic receiv consider attent scholar critic strategi other attempt approach question polit oblig surprisingli condit satisfactori theori oblig must satisfi attract scholarli attent instanc knockdown approach typic critic theori one one shown say consent satisfactori basi polit oblig scholar move next theori next respons argu particular theori abl establish complet set polit oblig mean unabl establish possibl rais combin differ approach theori order construct new multipl principl theori accordingli one result promin knockdown approach critic tradit theori polit oblig rais import wider issu concern theori oblig natur polit oblig implic account prof satisfactori much literatur discuss articl organ around particular approach defens critic distinguish view promin approach other develop seem less promis receiv less scholarli notic one recogn distinct somewhat arbitrari also altern way contribut literatur organ addit attempt includ import recogn contribut recent piec seem particularli interest mani import discuss polit oblig chapter book articl collect list separ mean book appear,political science
10.1093/obo/9780199756223-0135,david hume b one central figur commonli call scottish enlighten live wrote time question scotland polit futur place britain world figur promin four year hume birth scotland unit england form great britain process scot gave statu separ kingdom parliament polit context hume world also shape legaci th centuri polit conflict led english civil war result execut one king charl overthrow anoth jame ii jacobit upris —the latter briefli saw jacobit forc captur edinburgh—mad clear conflict yet settl place religion religi extrem polit still great concern thoma aikenhead twenti year old student edinburgh becam last scot hang blasphemi hume time faction within kirk church scotland compet control institut social polit power wield british parliament british societi wide often virul parti polit day rais question caus effect faction contemporari hume known intern man letter historian even today entri catalogu british librari list simpli historian hume also philosoph essayist polit question inform much wrote gave sustain attent faction religi polit extrem hume term enthusiasm religi toler origin foundat govern polit author liberti commerc justic mani question central concern polit theorist gener speak hume answer question emphas empir ground account human natur understand polit signific histor polit context role opinion habit convent polit life polit moder limit reason role passion moral polit hume develop polit thought explicitli polit essay multivolum histori england discuss justic allegi govern howev appear first book treatis human natur revis form enquiri concern principl moral interest hume polit thought may also want consult work religion natur histori religion dialogu concern natur religion enquiri concern human understand hume letter overlook either engag correspond though letter surviv yet rediscov publish collect hume correspond contain signific discuss polit topic great interest student polit thought,political science
10.1093/obo/9780199756223-0327,heart intersection studi rel power polit scientist employ approach theori method examin polit behavior state interact social group citizen noncitizen intersection framework recogn interconnected sociopolit categori overlap system discrimin disadvantag studi intersection interdisciplinari one academ home compil list text use concept methodolog framework theoret approach answer question use polit scienc len goal provid broad summari contemporari research field furthermor made effort repres research highlight variat among social group region issu way illustr divers within intersect research project polit scienc intersection use norm theoret argument methodolog approach empir research root black feminist theori praxi intersection employ analyt tool bring light issu margin systemat oppress previous invis use singl axi approach much polit scienc research seek understand experi one margin ident polit actor research field divers popul question examin well method employ contemporari research intersection includ compar intern research nation around world explor role institut cultur context well individu polit ident attitud behavior scholarship also examin differ experi within populations—such woman racial ethnic religi minor often group analysi field appli intersect analysi polit experi popul research often highlight way differ ident associ distinct attitud behavior polit outcom result intersection research polit scienc offer deeper insight polit phenomenon previous examin singl axi approach exampl studi woman polit involv account differ among group woman fail account ethno racial sexual orient nativ disabl religion may influenc woman polit experi polit outcom among debat engag literatur question revolv around polit experi associ multipl margin ident specif group candid public offici possess multipl margin ident experi call doubl disadvantag research indic case other find strateg advantag associ intersect ident,political science
10.1093/obo/9780199756223-0339,feminist studi reject assumpt accord gender violenc individu privat issu primarili approach psycholog perspect underscor link gender violenc factor social inequ feminist contend men use violenc mean exercis power woman defend idea accord violenc woman form polit violenc marxistmaterialist femin argu dichotomi privat public sphere structur power relat woman men shown privatepubl distinct depolitic privat sphere simultan demonstr privat sphere—a much public domain—i polit construct serf reinforc woman subordin social polit econom exploit woman releg domest task respons care work reinforc norm polit particip econom resourc male privileg concept polit violenc locat polit public domain link violenc arm conflict social movement war contrast feminist studi situat product polit violenc within domain life previous dismiss irrelev polit home neighborhood intim space interperson relat everyday life feminist theori make visibl polit natur violenc woman consid violenc woman take variou form occur social space close intertwin gender hierarchi violenc woman instrument maintain woman oppress men privileg societi polit economi patriarchi gender inequ make woman vulner fuel violenc woman furthermor woman color queer feminist highlight import categori ident race class sexual way gender violenc deploy focu gender instead woman enabl bring nuanc monolith represent masculin feminin demonstr masculin feminin constitut social construct set attribut behavior role constantli negoti chang time histori intersect approach gender therefor necessari understand violenc differ target affect woman color queer peopl,political science
10.1093/obo/9780199756223-0089,cosmopolitan polit thought emerg subfield polit theori motiv turn beyond studi text idea tradit western canon also reflect kind approach character studi emerg yet distinguish two subfield cosmopolitan compar polit theori acknowledg theoriz beyond western resourc crucial suggest import question methodolog one simpli content idea text studi also studi assumpt reveal given way approach non western resourc cosmopolitan trace emerg idea ancient greek roman tradit stoicism call recogn commun ration worldwid sourc fundament moral social oblig contemporari cosmopolitan appli idea divers theme debat rang question nation global distribut justic intern law human right global democraci climat chang war theori compar polit theori meanwhil subfield polit theori emerg focu studi polit thought civil outsid west studi includ among other histori polit thought within certain non western tradit indic islam chines african latin american one histori particular concept within civil conceptu comparison across civil treatment interpret commentari debat pertain certain concept problem within certain tradit cosmopolitan rais question broaden scope polit question global privileg west suggest intellectu heritag contain resourc theoriz compar polit theori address non western text idea remain silent approach would constitut cosmopolitan evolut polit theori self understand cosmopolitan polit thought move beyond discours engag methodolog reflect task purpos polit theoriz might reconceiv practic theoriz might becom cosmopolitan among thing argu studi non western thought must proceed within perspect intern tradit central text preoccup idea concern thu emphas detail studi immers within import civiliz intellectu tradit prerequisit subsequ engag idea studi work within particular civil serf cosmopolitan mode polit theoriz rather simpli serv artifact region specif interest,political science
10.1093/obo/9780199756223-0349,although initi conceptu link geograph region includ much india nepal bhutan pakistan bangladesh sri lanka south asian polit thought rich distinct field studi rel new last two decad earlier portray asian societi seen miss essenti aspect polit life far field focus contribut individu event circumst coloni histori th centuri social reform movement began respond challeng pose coloni intrus howev new way arisen studi region move away confin tradit eurocentr understand south asia approach also introduc mass actor agent social polit chang subsequ histori south asian polit idea emerg differ system thought gain foothold colleg univers across world result south asian studi establish vibrant complex interdisciplinari field devot studi peopl histori cultur polit region although danger use classif understand divers area core polit thinker region emerg time share specif theme argument polit practic although wide use consensu term south asia offici emerg wake territori assumpt area studi also result institut respons imper cold war studi make south asian intellectu histori circuit network text letter essay parti archiv offici report vernacular print cultur journal song found enorm cross influenc coloni metropol howev number public notion south asia reason limit thu need delv comprehens rang sourc scatter mani book articl primari sourc deal anthropolog sociolog philosophi polit biographi literatur,political science
10.1093/obo/9780199756223-0346,ancient chines polit thought refer reflect discuss polit period first emperor establish qin dynasti bce although one could also infer polit thought period archeolog evid main sourc reflect discuss text believ date back period becam foundat chines educ began han dynasti bce ce last till begin th centuri although disrupt turbul histori china encount modern earli th centuri studi ancient chines text becom center known nation studi guoxue国学 peopl republ china prc today institut devot mani chines univers support research variou disciplin reviv confucian coupl rise cultur nation mainland china mani chines scholar turn ancient chines polit thought inspir search distinct chines perspect polit local global advoc chines altern model address contemporari challeng limit space public select articl make small fraction work english even fewer mandarin discu ancient chines polit thought focu english work due consider reader articl would abl read mandarin addit studi part earli chines civil influenc chines societi subsequ centuri polit theorist philosoph engag ancient chines polit thought address perenni contemporari polit problem contribut significantli growth compar polit theori compar polit philosophi,political science
10.1093/obo/9780199756223-0334,postcoloni polit theori emerg subfield polit theori although paramet particular mean less clearli defin subject contest relat gener critiqu polit theori tradit eurocentr bia postcoloni polit theori motiv three key issu first coloni shape tradit western canon second broad silenc coloni legaci mainstream polit theoriz third tension particularli within liber polit theori univers pretent cultur specif western locat articul scope inquiri postcoloni polit theori broadli respons postcoloni bodi thought concern trace engag respond cultur polit social econom legaci western coloni particularli period european coloni rule th mid th centuri particular emphasi relationship power knowledg postcoloni theori approach take develop modern cotermin european coloni imperi project therefor examin way modern system knowledg implic coloni relat power postcoloni polit theori similarli treat polit modern imprint western coloni imperi make distinct polit dynam problem form injustic one hand shape histori european polit thought regard postcoloni polit theori call widen remit polit theori beyond tradit european canon includ non western text voic perspect also rais profound question way categori idea assumpt polit theori complicit serv legitim domin colon peopl indigen non western subaltern minor postcoloni polit theori seek articul altern mode theoriz better speak concern justic formerli colon indigen peopl affect neo imperi featur current global order import element concern methodolog particular use multidisciplinari insight histori cultur studi anthropolog among other well thinker text would convent consid polit accord domin western concept polit,political science
10.1093/obo/9780199756223-0350,histor evid suggest polit humor ph endem human experi mani assum variou polit humorist work ph respons produc social polit chang implicit assumpt idea exposur ph affect individu understand polit world interestingli fairli recent notion explor systemat way review focu ph effect research briefli explor differ aspect genr essay discuss research effect ph individu cognit attitud polit engag includ polit particip,political science
